Sentence;Ironic;Quotes;Exclamation;Question;Multiple brackets;Interjections;Markers;Mistakes;P&N;P near N;Max vec dist;Max vec sg dist;Weird markers
"Ельцин - ""лучший президент""";1;0;0;0;0;0;0;0;0;0;0.0641646076487338;0.185620367527008;0
Непременно найдут.;0;0;0;0;0;0;0;0;0;0;0.0;5.960464477539065e-08;0
Глава 4.;0;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
У достаточно широкого модельного ряда и масса различена для каждого из вариантов.;0;0;0;0;0;0;0;1;0;0;0.1571734762409358;0.3727670907974243;0
Испанцы были настойчивы.;0;0;0;0;0;0;0;0;0;0;0.04948411154314;0.3695899248123169;0
Спорт еще остался.;0;0;0;0;0;0;0;0;0;0;0.0451247337446338;0.3848177790641784;0
Да неужто?;1;0;0;1;0;0;0;0;0;0;0.0;0.0;0
А ее... нет, не забыли.;0;0;0;0;0;0;1;0;0;0;-2.220446049250313e-16;5.960464477539065e-08;0
Это же неслыханно!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Мы надеемся и дальше радовать вас качественным контентом и оставаться игрой номер один в мире.;1;0;0;0;0;0;0;0;0;0;0.1827191651692037;0.588452935218811;0
Как-то неудобно, дорогие товарищи, при таких то раскладах теперь тянуть нам из бюджета то!;1;0;1;0;0;0;0;0;0;0;0.097377200234439;0.488118052482605;0
Нет, я, конечно, успел заметить, что цены здесь часто выше, а иногда и намного, столичных, но чтобы даже Мурзики… ;1;0;0;0;0;0;0;0;0;0;0.0560346843888306;0.3238338828086853;0
Обязательно укради денег у плохого человека, ведь воровство у плохого человека это не преступление. 4.;1;0;0;0;0;0;0;1;0;0;0.0859036721472601;0.5005793571472168;0
И именно ПАН предстоит вытеснить трамповского-путинского ублюдка MAGA, который тонким ядом плюрализма мнений отравлял многовековые достижения американской демократии.;1;0;0;0;0;0;0;1;1;0;0.3661972526630541;0.6706686019897461;0
И решил по-старинке ознакомиться с местными новостями...;0;0;0;0;0;0;0;0;0;0;0.046924464997334;0.3230352997779846;0
Я ошалел, спросил, где же защитные иконы, но этот безбожник улыбнулся только...;0;0;0;0;0;0;0;1;1;0;0.0956160572383673;0.4381449818611145;0
Путинский режим установил на набережной в Тольятти целый ряд новых виселиц, теперь здесь будут проходить массовые казни неугодных тоталитарному режиму людей.;1;0;0;0;0;0;0;0;1;0;0.1932170024200777;0.6714905500411987;0
Экономика для хипстеров.;0;0;0;0;0;0;0;0;0;0;0.0367881647163174;0.2716783881187439;0
... Тиранический режим Меркель, которая посиневшими пальцами вцепилась в кресло бундесканцлера, разогнал демонстрацию ярких личностей.	;1;0;0;0;0;0;0;0;1;0;0.1339607361119543;0.622377872467041;0
Но будут демократия, свобода, права человека и защита слезинки гея.;0;0;0;0;0;0;0;0;0;0;0.1137180169051382;0.6067359447479248;0
Интрига, блин…;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Особенность эта заключается в том, что женщины, которые много лет с таким трудом боролись за равноправие, на деле не могут им воспользоваться.;0;0;0;0;0;0;0;0;0;0;0.1494570027447394;0.5842838883399963;0
"О смотри ка, есть гиперссылка ""О нас"", действительно интересно, кто они.";1;0;0;0;0;0;0;0;0;0;0.0288252124801573;0.4871194958686828;0
Быстро, дешево, качественно- создам сайт за 5 минут- взломаю страницу вашего парня- сделаю компьютер из подручных средств- установлю все программы- поставлю iOS на android- удалю Яндекс Бар из интернета;1;0;0;0;0;0;0;2;1;0;0.1544052600527573;0.6220966577529907;0
Причиной возникновения фонтана стал прорыв трубы водоснабжения на проспекте Героев Сталинграда.;1;0;0;0;0;0;0;0;0;0;0.1017146219662906;0.7050542831420898;0
Да!;0;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Приход старины Джо Байдены ознаменовал новую эпоху в развитии единственной сверхдержавы – прекрасную Америку настоящего, настоящую землю обетованную для любого приверженца общеевропейских ценностей.;1;0;0;0;0;0;0;1;0;0;0.1985998463485306;0.6764434576034546;0
Черные люди очень уважаемы, ибо каждую ночь я выхожу на пробежку и люди, завидев меня, переходят на другую сторону дороги, чтобы освободить мне место.;0;0;0;0;0;0;0;0;0;0;0.0901692542179257;0.5548105835914612;0
Объяснил, что она это прочувствовала один раз, а я это чувствую каждый раз, когда мне предъявляют, что у меня любовница (спиздел, конечно, я чисто поржал с неё, но воспитывать то надо).;0;0;0;0;0;0;0;0;1;0;0.1059000397608185;0.5498985052108765;0
Затем бегемот так захохотал, что упал на спину, смяв всю усадьбу.;0;0;0;0;0;0;0;0;1;0;0.0817466450246832;0.5526646375656128;0
Такое случается.;0;0;0;0;0;0;0;0;0;0;0.045090457790277;0.0;0
Но я их с собой постоянно не вожу.;1;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;5.960464477539065e-08;0
Но я был повергнут в шок!!!;1;0;3;0;0;0;0;1;0;0;0.1095898274210547;0.5809859037399292;0
Воспользуйтесь хардкорной версией «2020»;0;0;0;0;0;0;0;0;0;0;0.04830210552355;0.2461931109428405;0
Редко когда соглашаюсь с этим парнем, но тут в точку в свете последних событий;0;0;0;0;0;0;0;0;0;0;0.097197989828875;0.5564365386962891;0
"Там меня встретили ""радостные"" врачи.";1;1;0;0;0;0;0;0;0;0;0.0745040761753372;0.2692970633506775;0
Сказано это будет таким тоном («сарказм» есть высшая форма иронии, ага), что даже до самого альтернативноодаренного школоло дойдет, что на самом-то деле царь в данной ситуации- ничуть не лучше бояр, ибо они- одна команда…;1;1;0;0;0;1;0;0;1;0;0.1702075664137823;0.6402454376220703;1
Где запах курева и ёлки, спрашиваю я вас???;1;0;0;3;0;0;0;0;1;0;0.0744437862663183;0.5706682205200195;0
В отличии от американской топорной поделки, это не попкорн муви, а картина, которая рассказывает о людях, об их отношениях, о любви, о том, что в жизни всегда есть место подвигу.;1;0;0;0;0;0;0;2;1;0;0.2588030242895835;0.6053370237350464;0
Никакой политики.;0;0;0;0;0;0;0;0;0;0;0.0308137160003952;1.1920928955078125e-07;0
Если немцы видел,что с ними воюют американцы они сразу сдавались в плен,пото му что знали,что это смелые и храбрые войны..;1;0;0;0;0;0;0;0;1;0;0.0973897493161786;0.6242806911468506;0
Оплот свободы уже более ста лет светит маяком неполживости для всего свободного мира, обеспечивая соблюдение свободы, демократии, прав человека с помощью правозащитных фондов, Шестого флота и корпуса морской пехоты.;1;0;0;0;0;0;0;0;0;0;0.2765673711375085;0.6832489967346191;0
Но, в конце концов, жильцы подъезда поголовно дали добро на спецоперацию под кодовым названием «Котобабка».;0;0;0;0;0;0;0;0;0;0;0.1018329852987459;0.6443523168563843;0
https://twitter.com/Pravdiva_pravda/status/73190869174680371...;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Вы считаете, что вам сложно на самоизоляции?;1;0;0;1;0;0;0;0;0;0;0.0371594175969988;0.4237537980079651;0
Изрядно кайфанув от никотина, я бросил окурок в окно, а он возьми и упади между рамами.;0;0;0;0;0;0;0;1;0;0;0.1296432100463257;0.622398853302002;0
Вот примерно такими байками о бесплатной жизни в ЕС и кормили украинцев на Майдане.;0;0;0;0;0;0;0;1;0;0;0.2263761031729682;0.628653347492218;0
Видел фото сверху - внушает!;1;0;1;0;0;0;0;0;0;0;0.0987869831673564;0.4215068817138672;0
https://twitter.com/spacelordrock/status/1018033136616304640;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
"(это не про посты из разряда ""как это работает"")";0;0;0;0;0;0;0;0;0;0;0.0648249724016128;0.3861440420150757;0
"Там и было заложено начало их ""дружбы"".";1;1;0;0;0;0;0;0;0;0;0.0743578774780868;0.4776893258094787;0
Правда в последние года свет маяка совестливости несколько померк в связи с происками КГБ и назначением терраном Владом Путиным Дональда Трампа на пост глашатая свободы.;1;0;0;0;0;0;0;2;1;0;0.2697656742459482;0.6850582361221313;0
Ыыы?;0;0;0;1;0;0;0;1;0;0;0.0;0.0;0
Знаешь ли ты кто такой Святой Валентин?;0;0;0;1;0;0;0;0;0;0;0.077873577134869;0.4003570675849914;0
Как заявил глава управления Роспотребнадзора по Новосибирской области Александр Щербатов, чаще всего жители города и области заболевают опасной вирусной инфекцией в торговых точках.	;0;0;0;0;0;0;0;0;0;0;0.1188081974067249;0.7147729992866516;0
А утром лечащий врач, матерясь, внимательно осматривал «дятла, задолбавшего даже мертвых».;0;0;0;0;0;0;0;1;1;1;0.0903038984255872;0.4644280076026916;0
*Ничего себе, какой набор, парни эти с кромолы, должно быть все на свете знают.;1;0;0;0;0;0;0;1;0;0;0.13802452176489;0.4849993586540222;0
На время утихомирилась.;0;0;0;0;0;0;0;0;0;0;0.0408318935071708;0.3683248162269592;0
Настоящий Гуру дипломатии…;1;0;0;0;0;0;0;0;0;0;0.0739445965202925;0.0;0
"Арт-объект ""Душа"".";0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Но никто не заезжал, никогда, не помню.;0;0;0;0;0;0;0;0;1;0;0.0256219180516131;0.3620297312736511;0
"О Байкале где не ""много"" не Мало https://pikabu.ru/story/vyidelennyie_na_okhranu_baykala_84_m... 8 400 000 000 (8 миллиардов 400 миллионов рублей).";1;1;0;0;0;0;0;0;0;0;0.0809291964778563;0.2478452324867248;0
Умеют же удивить работники ЖКХ под Новый Год!;1;0;1;0;0;0;0;0;0;0;0.1560855650852474;0.5452262163162231;0
Что мы будем делать без Пугачевой, Галкиной, Леонтьева, Баскова, Меладзе?))));1;0;0;1;1;0;0;0;0;0;0.0963296425750398;0.0;0
и да, автор тоже стоял поколено в воде для этих несчастных фото :) ;0;0;0;0;0;0;1;0;0;0;0.0854586158795468;0.4716617465019226;0
Я-то сейчас уйду, а ему, бедняге, каждый день смотреть на сотни откляченных бедер.;1;0;0;0;0;0;0;0;0;0;0.13755845753532;0.536394476890564;0
Ведь, как известно, душа у настоящего рукопожатного правозащитника чернее самого черного и чумазого негра в трущобах Гарлема.;1;0;0;0;0;0;0;0;1;0;0.1915825670675393;0.4931201338768005;0
Что?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Теперь вместо значков Фейсбук рядом с «фальшивыми новостями» будет подсовывать читателям «настоящие».;1;0;0;0;0;0;0;0;1;1;0.0799347718010963;0.6448104381561279;0
Среди множества работ сильно выбивался один «пейзаж»…;1;1;0;0;0;0;0;0;0;0;0.0820197007573367;0.5081869959831238;0
Теперь вы знаете немного больше;0;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Хочешь, чтобы пьяный Ефремов больше не сбивал насмерть людей?;1;0;0;1;0;0;0;1;0;0;0.1182115784233915;0.5038008093833923;0
Именно её, я считаю, заслуживает человек, который для борьбы с клубничным бунтом придумал заменить аутентичную пикабушную клубничку на тег NSFW.;1;0;0;0;0;0;0;0;1;1;0.2178319720405191;0.6033083200454712;0
Д:(посмотрев как на недостойного плебея) оставь здесь и подожди.;0;0;0;0;0;0;0;0;0;0;0.0731637303458402;0.4236536026000976;0
Или, может быть, пробел?;1;0;0;1;0;0;0;0;0;0;0.0603932190975198;0.4500249028205871;0
Жаль, очень жаль.;1;0;0;0;0;0;0;0;0;0;0.0;0.0;0
У Пола катарсис.;0;0;0;0;0;0;0;0;0;0;0.0657360848633168;0.3003695607185364;0
Да и я вкус твоих губ вспомню.;0;0;0;0;0;0;0;0;0;0;0.1372488294502466;0.4505586624145508;0
Запись в Книге Жалоб и Предложений в Бургер Кинг...про тупость очень иронично получилось;0;0;0;0;0;0;0;0;1;1;0.1326092701616982;0.627716064453125;0
И если Родченков не под суетится со своей мочой, то город Н станет одним из городов принимающих этот прекрасный спортивный праздник.;0;0;0;0;0;0;0;2;1;0;0.398506240460949;0.5407981872558594;0
За что я отдал 2000 рублей в 2002 году?;1;0;0;1;0;0;0;0;0;0;0.0939879664358968;0.3865485191345215;0
Ведь это, по сути, гениально.;1;0;0;0;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
Единственный костюм, который нигде не жмет и не натирает.;0;0;0;0;0;0;0;1;0;0;0.0807780954752188;0.3646407127380371;0
Поняла, прочувствовала, хватило надолго.;0;0;0;0;0;0;0;0;0;0;0.0346381106623824;0.3584851622581482;0
— Очаровательно улыбнулась девушка.;0;0;0;0;0;0;0;0;0;0;0.0277715381410939;0.2314873933792114;0
- Он дышит!;0;0;1;0;0;0;0;0;0;0;0.0;0.0;0
Просто старый государь пришел в полную негодность и мы тебе нового, с иголочки, подобрали!;1;0;1;0;0;0;0;0;1;0;0.0709068153659939;0.538433849811554;0
Поэтому в моменты наивысшего торжества главного героя, когда он уже на второй странице Вашей книги будет разить Копьём Божественной Мощи, сотканным из только что сотворённых им фаерболов, лавочника, дерзнувшего попросить оплаты еды и крова, не забудьте вставить воспоминания героя, как его, безногого сироту-девственника с травмой глаз и татуировкой бабочки на пояснице, недолюбливали одноклассники, местный участковый и приёмная тётка-кошатница.;1;0;0;0;0;0;0;2;1;0;0.1679692495741576;0.699825644493103;0
Ну а что?;0;0;0;1;0;0;0;0;0;0;0.0;0.0;0
Обойдешься, никому твой фик нахрен не сдался, а вот рисунки того автора популярны.;0;0;0;0;0;0;0;1;1;0;0.1011472436976568;0.5306746959686279;0
Нет клубнички - нет бунтов.;1;0;0;0;0;0;1;0;1;0;0.0449817860290856;0.2550936937332153;0
В России хотят запретить компьютерные игры, интернет здравый смысл, но разве в этом наша проблема?!;1;0;1;1;0;0;0;0;1;0;0.1570934295117767;0.5285788774490356;0
Никаких проблем!;0;0;1;0;0;0;0;0;0;0;0.0608946400843727;1.1920928955078125e-07;0
- Ыыыы.;0;0;0;0;0;0;0;1;0;0;0.0;0.0;0
В качестве инструмента селекции выбрали «мовне питання».;1;0;0;0;0;0;0;2;0;0;0.0766735869855107;0.4321061968803406;0
Голодные российские дети в отдалённой Камчатке, после введённых западом санкций, вынуждены питаться водой и чёрствым хлебом.;1;0;0;0;0;0;0;0;1;1;0.1247676734995029;0.5301580429077148;0
Но если работать всего 8 часов в день - это мало, то не работать вообще - это попросту безответственно!;1;0;1;0;0;0;0;0;0;0;0.1285680848843549;0.1486833691596985;0
Большие перемены для страны, где жертвенность стала традицией, утверждает автор статьи.;0;0;0;0;0;0;0;0;0;0;0.1073559176675119;0.6791603565216064;0
Вкалывает парень!;1;0;1;0;0;0;0;0;0;0;0.0237013838299303;0.3458707332611084;0
Сегодня мне попался пост Пикабу с восхвалением этого наглого проплаченого хейта.;0;0;0;0;0;0;0;1;1;0;0.0839778310740756;0.4016131162643432;0
Колдовство в чистом виде!);1;0;1;0;0;0;0;0;1;0;0.1135220718200805;0.3179244995117187;0
К счастью, лечащий врач, капитан, услышав эту просьбу, не пригласил психиатра, зато поклялся отдать Птеродактиля в мединститут для опытов.;1;0;0;0;0;0;0;0;0;0;0.1232883798540956;0.6654576063156128;0
А он был, как от танковой колонны.;0;0;0;0;0;0;0;0;0;0;0.0723682838204509;0.4564337134361267;0
Сарказмик;0;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
Но не все понимают, что для того, чтобы достичь всего этого, необходимо работать.;0;0;0;0;0;0;0;0;0;0;0.0849952162914607;0.0;0
Впрочем не у всех кризис и банкротство.;0;0;0;0;0;0;0;0;0;0;0.0801551095003115;0.1455636024475097;0
В семье едим пельмени, пюре, каши готовим борщ и долбаное оливье.;0;0;0;0;0;0;0;0;1;0;0.1323295950148298;0.6801102161407471;0
- Это примета, - не согласился здравый смысл, - выписали из больницы - выбрось, чтобы не возвращаться.;0;0;0;0;0;0;0;1;1;0;0.1485542071623375;0.5519992113113403;0
Легкость, с которой элита по собственному разумению дрессировала правителей сыграла с ней в конце- концов злую шутку… ;1;0;0;0;0;0;0;0;1;0;0.0862751616248909;0.5756903886795044;0
Наш горе-посредник Валентин, уже будучи помещенным в камеру временного содержания, каким-то образом успел вскружить голову дочке тюремного надзирателя.;0;0;0;0;0;0;0;2;1;1;0.1339206259837064;0.6070330142974854;0
В этом выпуске: 00:06 хамская выходка Госдепа США в отношении российских дипломатов 01:54 арест Умара Джабраилова 03:08 окончательная победа над религиозными фанатиками во Франции 05:29 недоработка Свободного Человечества в методиках борьбы с Россией 12:28 скорбные последствия несоблюдения правил употребления алкоголя на кладбище 13:55 коварный замысел великих укров по изменению географии Крыма и Чёрного моря;0;0;0;0;0;0;0;1;1;1;0.1824890606729295;0.758544921875;0
"...хочу поздравить самого главного ""трудоголика"" страны...";1;1;0;0;0;0;0;0;0;0;0.1616736943483703;0.4173009991645813;0
Прикинь, как с бабами всё сложно.;0;0;0;0;0;0;0;0;0;0;0.0582431791008388;0.249127447605133;0
Ибо все они поголовно посасывают какие-то электронные штуки и весьма недурственно пованивают клубничным пюре (я даже их приглашала в подъезд подымить, чтобы там тоже приятно пахло ягодами).;1;0;0;0;0;0;0;3;1;1;0.0973138617689782;0.6914992928504944;0
— Вова, а где баран?;0;0;0;1;0;0;0;0;0;0;0.0646647272016447;0.2270914316177368;0
Ребята на протяжении нескольких дней не давали мне скучать, и дарили ощущение ожидания чуда, а потом ещё и позаботились о том, чтобы я не переплачивала, и практически направили своей рукой в другой магазин.;1;0;0;0;0;0;0;0;1;0;0.172522427866662;0.6644102931022644;0
Устала очень.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Особенно важно подчеркнуть тот разительный контраст, который и так будет заметен и понятен каждому, но... Кто мы такие, чтобы не усугублять ситуацию?;1;0;0;1;0;0;0;0;1;0;0.1183277830370694;0.5170857310295105;0
Всю жизнь мечтал!;1;0;1;0;0;0;0;0;0;0;0.0616117512445828;0.2555164694786072;0
Я перехожу дорогу и вижу справа кондитерскую: сколько ртов прошло через эту фабрику чревоугодия...их ни один оториноларинголог нашего города столько не видел, сколько местная кухарка на раздаче пирожного с самсой.;0;0;0;0;0;0;0;2;1;0;0.1686767383906054;0.6530526876449585;0
Камень?).;0;0;0;1;0;0;0;0;0;0;-2.220446049250313e-16;0.0;0
Лысый.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
- Замри, - рычал здравый смысл, - и не мельтеши, а то не попаду.;0;0;0;0;0;0;0;2;1;1;0.1452472157462238;0.6345479488372803;0
"Или еще:""Наконец-то на нас обрушилась долгожданная беда!";0;0;1;0;0;0;0;0;1;1;0.0513590147311209;0.2280392050743103;0
https://twitter.com/yadrobotun/status/742062409913905152;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Америка выстрадала ПАН, посылая своих лудших сынов творить добро, как молодой сенатор Джон Маккейн во Вьетнаме.;1;0;0;0;0;0;0;2;0;0;0.1502581827405626;0.644267201423645;0
Блин, у меня складывается стойкое впечатление, что всех талантов, творивших в СССР, всех этих певцов, артистов, писателей, актеров и прочую диссидентствующую публику, согласно разнарядкам, крепко мутузили в застенках НКВД-КГБ, и именно это и дало возможность раскрыться их талантам…;1;0;0;0;0;0;0;2;1;0;0.2761950348649963;0.7469407320022583;0
V.          Пошел тогда Базилевс дальше по усадьбе и забрел на кухню.;0;0;0;0;0;0;0;0;0;0;0.1572020088696598;0.5149756073951721;0
Очередной ремейк на знакомый всем сюжет, но теперь от создателей Легенды №17;0;0;0;0;0;0;0;0;0;0;0.1138749324590034;0.4182244539260864;0
"Ну а точнее - не знаю кому пришло в голову такая бяка, но решили нашу организацию ""реорганизовать"" и ""оптимизировать"".";0;0;0;0;0;0;0;0;1;0;0.1185299560453813;0.5455727577209473;0
Вот оно будущее лицо российского автопрома!;1;0;1;0;0;0;0;0;0;0;0.1063350012450584;0.437061607837677;0
Но где же граница?;0;0;0;1;0;0;0;0;0;0;0.0;1.1920928955078125e-07;0
И пока Валентина Сергеевна привязывала какую-то писульку к большому пальцу покойного, я аккуратно скрестил безжизненные руки на груди ушедшего в небытие.;0;0;0;0;0;0;0;0;0;0;0.1265292525537072;0.6488990783691406;0
О нормальных домах с удобствами речи не идёт, это же село в отсталой стране.;1;0;0;0;0;0;0;0;1;0;0.1206404477136526;0.5681297779083252;0
Космические корабли Илона Маска бороздят просторы океанов.;1;0;0;0;0;0;0;1;0;0;0.1192980618938068;0.6046762466430664;0
Щедротами барона Ратмира побратимы заселились в приличный отель, со шведским столом.;0;0;0;0;0;0;0;0;0;0;0.0939973334489955;0.5415337085723877;0
Тем более, когда есть масса интересных, увлекательных занятий, тратить даже маленькие кусочки жизни на пустоту – это, считаю, непозволительно.;0;0;0;0;0;0;0;0;1;1;0.1417872155530906;0.5897194147109985;0
Третье место заняли Россия и США - со своими 13.3 см.;0;0;0;0;0;0;0;0;0;0;0.1282887573381009;0.5766162872314453;0
Невидимая рука рынка благословляет своих либертарианских адептов прогнозами биржевого аналитика Степана Демуры, позволяя быстро разбогатеть на акциях индийского МММ.;1;0;0;0;0;0;0;0;0;0;0.430924853957803;0.6480286121368408;0
Почему детки должны находиться в этом разрушающемся здании?;0;0;0;1;0;0;0;0;1;0;0.0236751034302752;0.0;0
Хотя перилы то это уже слишком... не Москва ведь?;1;0;0;1;0;0;0;1;0;0;0.0699333322182944;0.0;0
И есть там очень интересный пункт, который поможет стране избежать такого коварного явления, как тунеядство…;1;0;0;0;0;0;0;0;1;0;0.1118957482775862;0.4959862828254699;0
Всё-таки покойники очень обидчивые.;1;0;0;0;0;0;0;0;0;0;0.0335766712143577;0.0;0
И как всегда это бывает в России, построили его не для простых горожан.;0;0;0;0;0;0;0;0;0;0;0.0856634792129779;0.4931086897850036;0
В хорошем смысле залетела, ибо во-первых - она все же летчица, а во-вторых, в плохом смысле залететь ей не светит еще двадцать лет.;0;0;0;0;0;0;0;0;1;0;0.1313396989485045;0.5765390396118164;0
Айфон давно стал символом настоящей свободы.;1;0;0;0;0;0;0;0;0;0;0.0884984722750489;0.5630168914794922;0
Мы прожигаем друг друга взглядом, как два бойца на ринге перед боем, он меня выше, поэтому смотрит сверху вниз, и это дает ему легкое преимущество.;0;0;0;0;0;0;0;0;1;1;0.1332413583654295;0.6260257959365845;0
Кстати, дочурка лет трех, уцепившись за мамину руку, тоже отклячила цыплячье бёдрышко.;0;0;0;0;0;0;0;1;0;0;0.1859384061288634;0.398631751537323;0
Муж рад, что наши овощные баталии — виртуальные, а то, говорит, дошло бы до поножовщины.;1;0;0;0;0;1;1;0;1;0;0.3112232125623475;0.5932334661483765;0
Вот кто спиздил колёсики с моей садовой телеги!;1;0;1;0;0;0;0;0;0;0;0.1679008563469808;0.4178915619850158;0
Вот в Европе и США там диснейленды строят, всё для людей.;1;0;0;0;0;0;0;0;0;0;0.1288961409471222;0.6305484771728516;0
Все это богатство сумел протащить на борт через знакомого кума-таможенника.;1;0;0;0;0;0;0;1;0;0;0.0860453221037604;0.4009960293769836;0
Да, из надежных анонимных источников я узнал, что вот-вот начнется освобождение Крыма от русской оккупации.;1;0;0;0;0;0;0;0;1;0;0.1214220034942542;0.5852315425872803;0
15.04.17 у Ына день рождения..;0;0;0;0;0;0;0;1;0;0;0.0;1.1920928955078125e-07;0
Радостная старушенция с утра порхала, как молодая.;0;0;0;0;0;0;0;1;1;1;0.0936188902512551;0.3813033699989319;0
Итак, к чёрту логику и глубокий образ персонажа, который опирается на внутренние проблемы, духовный рост и внешние факторы!;1;0;1;0;0;0;0;0;1;1;0.1244933772403761;0.5588120222091675;0
Зенит-арену построят, да не просто так, а изобретут машину времени, вернуться в 2012, там её по тем ещё ценам построят, а на сэкономленное — весь исторический Ленинград так отреставрируют, прямо ух как!;1;0;1;0;0;1;1;1;0;0;0.2240501439473647;0.6536946296691895;0
Очень заманчивое предложение, но подозрительно дешево отдают.;1;0;0;0;0;0;0;0;0;0;0.044066592418623;0.2887455821037292;0
Был, точнее.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
"Т.е. наркоманы повышают раскрываемость преступлений, повышают благосостояние тех, кто их лечит/крышует/ловит, оправдывают существование органов и структур, которые ими ""занимаются"",- да наркоши одним фактом своего существования создают тысячи рабочих мест, Трампу такое и не снилось!";1;1;1;0;0;0;1;1;1;1;0.1569378659061929;0.735150158405304;0
Невозможность купить гараж из-за низких доходов приводит к тому что чуть ли не каждый день можно встретить новенький автомобиль на помойке.;0;0;0;0;0;0;0;0;1;0;0.143272960558892;0.5663397312164307;0
В России только в 17м году до этого додумались, тогда как прогрессивная Абхазия уже в 14м году практиковала во всю!;0;0;1;0;0;0;0;1;0;0;0.1087161597949343;0.522011399269104;0
Каждый день, скрипя зубами, Запускаю я мотор.;0;0;0;0;0;0;0;1;0;0;0.1654304609515029;0.5404599905014038;0
Хвалю.;0;0;0;0;0;0;0;0;0;0;-2.220446049250313e-16;1.1920928955078125e-07;0
#comment_59070678;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
Ну да… Как в анекдоте: «На эти два процента и жил»… ;1;0;0;0;0;0;0;0;0;0;0.0912370646963686;0.3909574747085571;0
Сюжет движется вокруг свадьбы Пола Атрейдеса и Ирулан.;0;0;0;0;0;0;0;1;0;0;0.1224348874654326;0.4805643558502197;0
Про стукачей;0;0;0;0;0;0;0;0;0;0;1.1102230246251563e-16;0.0;0
Они нажираются и конфликтуют с гостями.;0;0;0;0;0;0;0;1;0;0;0.0450983602483039;0.4316737651824951;0
Спустя каких то 3 года (это как минимум) ее существования.;1;0;0;0;0;0;0;0;0;0;0.1756523757260057;0.3540661334991455;0
Ловят и на бесплатной основе проверяют их, зубы лечат и флюорографию просвечивают.;1;0;0;0;0;0;0;0;0;0;0.2394017472489309;0.5795559883117676;0
А телеграм мне подкинули!;1;0;1;0;0;0;0;1;0;0;0.0338628719717982;0.0;0
2.;0;0;0;0;0;0;0;0;0;0;0.0;0.0;0
И, наконец, после всех приключений, мы оказались в самом средоточии силы, на озере Рица!;0;0;1;0;0;0;0;0;0;0;0.1502859088635799;0.5326591730117798;0
Короче - самый обычный артефакт, меч какой-нибудь там или амулетик завалящий…;1;0;0;0;0;0;0;1;0;0;0.163719198457343;0.2790101766586303;0
Креативные питерские школьники разработали и внедрили новый дорожный знак;0;0;0;0;0;0;0;0;0;0;0.112774122643958;0.5387349128723145;0
Тогда старушка стала заносить питомцев на руках – тут же снизу включился «мембранный водомет», а сверху – гул в вентиляцию.;0;0;0;0;0;0;0;0;1;0;0.1721414196258744;0.6158028244972229;0
Этот макроорганизм разрастается до размеров человечества каждый день, поскольку наша основа - удовольствие и любовь, к чему мы мы двигаемся, а движение - жизнь.;0;0;0;0;0;0;0;0;0;0;0.1426786049785979;0.6389189958572388;0
А я им в ответ:- Да я и так дотащу!;0;0;1;0;0;0;0;1;0;0;0.0290480624020949;0.3778353929519653;0
- Воспитанная собачка, Михаэл Самуэлевич, и очень упитанна!;1;0;1;0;0;0;0;1;0;0;0.0782306620308114;0.0;0
Свободные инвесторы инвестируют донаты в свободные инвестиции, позволяя инвестициям повышать уровень свободы.;1;0;0;0;0;0;0;1;0;0;0.0682601219288998;0.6049160957336426;0
Учим (или нет) языки программирования Java/Kotlin, качаем apktool, разблокируем bootloader, ставим Root.;1;0;0;0;0;0;1;0;0;0;0.1288121640889672;0.5445170402526855;0
Не знаю, но каким-то явно противоестественным образом такие люди появляются, не просто так.;1;0;0;0;0;0;0;0;1;0;0.0962393802750678;0.474962830543518;0
Дмитрий Свиридов;0;0;0;0;0;0;0;0;0;0;0.0414879382139052;1.1920928955078125e-07;0
Ус пшеничный подкручивает и с наигранной строгостью говорит ай-я-яй гражданин!;1;0;1;0;0;0;0;1;0;0;0.5143483177791798;0.5856781601905823;0
Но через пару-тройку недель моя решимость потихоньку сходит на нет.;0;0;0;0;0;0;1;0;0;0;0.148813391546032;0.3532277345657348;0
Так победим!;1;0;1;0;0;0;0;0;0;0;0.0;0.0;0
