Post tag;Sentence;Ironic
Ирония;И провалился тогда Базилевс вместе с ведром в земную жизнь. XIII.;0
Ирония;А, поскольку это был разрыв не только пространства и времени, провалилось ведро вместе с пьяным Базилевсом во времена Ноя и Зиусудры. XIV.;0
Ирония;И разлилась тогда вода из ведра по всей Земле, и затопило ее всю.;0
Ирония;Многие дни потом ангелы, прилетевшие из рая, черпаками возвращали воду в Царство Божье.;0
Ирония;Благо, Ной и Зиусудра, а также другие избранные люди были заранее извещены о приближающемся Ведре и успели отстроить Ковчеги, на которых удалось спасти часть людей и животных с растениями.;0
Ирония;Так случился Великий Потоп. XV.;0
Ирония;Стоит ли говорить, что все это было лишь следствием проделок Сатаны, главного архангела Бога, который пришел в виде больного человека к Базилевсу и попросил его принести ведро.;0
Ирония;Проход между мирами также он открыл.;0
Ирония;Сделал ли он это по просьбе Бога Смотрящего, или из затаенной вражды к Базилевсу, который разгромил его поместье, о чем было уже сказано?;0
Ирония;Неведомо сие.;0
Ирония;Однако, после Великого Потопа верные никифороионцы, чтобы навести беду на досаждающего им человека, говорят: «Ведро Бази`вса на тебя!»   XVI.;0
Ирония;А что же сам Базилевс?;0
Ирония;Когда он попал на Землю, семеро ангелов смягчили его падение, и он приземлился на единственный кусок суши, остававшийся во время Потопа.;0
Ирония;Проснулся Базилевс уже под конец великого затопления и ощутил то, что сулил ему Сатана словами: «Чего неопытный не знает, но любой перебравший получает за свои труды».;0
Ирония;И было это похмелье великое.;0
Ирония;;0
Ирония;Реклама Reebok;0
Ирония;Командная работа и поддержка!;0
Ирония;Все только рядом держат свои руки, едва касаясь, и одна рука вообще вцепилась в запястье, что и не пошевелить.;0
Ирония;Зато никакого харассмента.;0
Ирония;Оставайтесь людьми, да уж :);0
Ирония;;0
Ирония;Никто не идеален;0
Ирония;* Результаты ЛеМан 1983;0
Ирония;;0
Ирония;Приз за лайк;0
Ирония;Добрый день всем.;0
Ирония;А у меня он вдвойне удачный.;0
Ирония;Хочу поделиться своей радостью.;0
Ирония;Надеюсь, и вы разделите её со мной.;0
Ирония;Я выиграл сегодня 115 штук за простой лайк.;0
Ирония;Не верите?;0
Ирония;Я сейчас докажу.;0
Ирония;Вот письмо на мыло.;0
Ирония;Далее общаюсь с ботом.;0
Ирония;Разумеется, переходим.;0
Ирония;Ну что ж.;0
Ирония;В наше время никому верить нельзя.;0
Ирония;Придется доказывать, что я это я.;0
Ирония;И вот тут облом.;0
Ирония;Вмешался Касперский и все рухнуло.;0
Ирония;Подскажите, могу ли я пожаловаться на Касперского и всё-таки получить свои 115 штук?;1
Ирония;;0
Ирония;Какая жизнь, такие и фото.;0
Ирония;Приехал такой в Испанию, а там всё...;0
Ирония;;0
Ирония;Выставочная палатка цвета лаванда;0
Ирония;Купила коту выставочную палатку цвета «лаванда».;0
Ирония;Вот думаю теперь, кто бы мне купил новую кровать, помыл бы, расчесал, всё везде почистил, одел красиво и положил в кроватку, где меня будут щупать и восхищаться моими формами…;0
Ирония;А кот, я чую, что-то заподозрил на моменте покупки шампуня.;0
Ирония;Собираюсь свозить его на выставку.;0
Ирония;А чоб нет, красивый кот.;0
Ирония;Пы.;0
Ирония;Сы.;0
Ирония;Просто будничные байки.;0
Ирония;А вы возили когда-то животных на выставки?;0
Ирония;А бывали?;0
Ирония;Каково там вообще?;0
Ирония;;0
Ирония;Без комментариев...;0
Ирония;Работая в области преподавания, мне (да и другим учителям) нередко приходится сталкиваться с различными представителями родительской среды.;0
Ирония;Но сегодня мне бы хотелось воспеть особую категорию «Яжмать».;0
Ирония;О, эти женщины, которые с гордостью носят статус «мама».;0
Ирония;При виде родительницы, которая в +100500-й раз пришла узнать: «А почему это у Гошеньки замечание по поведению?;1
Ирония;Вы придираетесь к моему сыну!;0
Ирония;Ну и что, что его только что сняли со шторы после того, как он отлупил первоклассника?!;0
Ирония;Мой сын – самый лучший!», - начинается нервный тик всего педагога.;0
Ирония;Но это все проза.;0
Ирония;Бывает еще хуже, когда «Яжмать» является твоей коллегой.;0
Ирония;В прошлом году мной был организован конкурс ко Дню рождения школы.;0
Ирония;Помимо всего прочего, ребята готовили своей макет школы будущего.;0
Ирония;Малышам начальной школы разрешалась помощь (подчеркиваю: помощь) родителей.;0
Ирония;Основная работа делалась самостоятельно.;0
Ирония;И вот, когда я, заваленная работами, после всех прошедших сроков, пишу протокол, мне приносит макет учительница химии, дочь которой находится во втором классе.;0
Ирония;Макет был божественен.;0
Ирония;По этому макету можно было сразу строить новое совершенное здание.;0
Ирония;Невооруженным глазом было видно, что ребенок, если и принимал участие, то только созерцательное.;0
Ирония;В этой номинации и возрастной категории уже была работа: кривой и косой сарайчик с квадратными ромашками в виде украшения.;0
Ирония;Сравнивать работу восьмилетнего ребенка и тридцатилетней тети мне и жюри не позволила совесть, поэтому я сообщила химичке, что у них второе место.;0
Ирония;Дальнейшее сравнимо только с ураганом «Катрина», так сильно рвало ее пукан.;0
Ирония;Она орала у меня в кабинете.;0
Ирония;Доводы?;0
Ирония;Разве они важны?;0
Ирония;Она ж старалась для ребенка!;0
Ирония;Она орала у завуча по воспитательной работе.;0
Ирония;И… (барабанная дробь)… ей дали первое место в обход меня, жюри и правил, потому что проще согласиться, чем объяснить.;0
Ирония;Грамоту делала зам. по ВР, вручала она же.;0
Ирония;И как теперь смотреть в глаза ребенка, который сам делал, старался и пролетел – непонятно.;0
Ирония;А как вы бы поступили на моем месте?;0
Ирония;Помощь директора (теперь уже бывшего) не предвиделась: у нее были другие заботы.;0
Ирония;Пысы: БМ сильно ругался, но картинка идеально вписывается;0
Ирония;;0
Ирония;Как деликатнее объяснить человеку почему у него эстонские корни?;0
Ирония;Предыстория.;0
Ирония;Более недели назад был пост о приговоре виновнику смертельного ДТП.;0
Ирония;В посте не было указано имя виновника.;0
Ирония;Я спросил в коментах.;0
Ирония;Мне ответили множеством комментариев минут через 15.;0
Ирония;Да я уже и сам нашел в сети эту информацию.;0
Ирония;Но наверное через пару часов мне ответил ещё и этот пользователь.;0
Ирония;Я же конечно иронично его поблагодарил.;0
Ирония;Теперь я в замешательстве.;0
Ирония;@ZloiBotan, без обид.;0
Ирония;Просто это мне показалось забавным.;0
Ирония;Ссылка на комент:#comment_160816095;0
Ирония;;0
Ирония;Закрыть границы, поднять флаг, изменить конституцию;0
Ирония;В ближайшие недели, под эгидой борьбы с распространением коронавируса, закроют границы и запретят выезжать резидинетам за пределы РФ.;0
Ирония;А после победы над вирусом триколор торжественно будет спущен и поднят старый добрый флаг СССР.;0
Ирония;Очередная Терешкова предложит, и на следующий день будет упразднена должность президента, и вновь введена должность генерального секретаря.;0
Ирония;До конца года будет введена новая конституция за которую мы с вами проголосуем.;0
Ирония;А за тем кто был против - приедут на черном воронке.;0
Ирония;;0
Ирония;Когда жена ангел;0
Ирония;Из инстаграмма дьякона Павла Островского.;0
Ирония;Никакой политики.;0
Ирония;Жена просто ангел:);0
Ирония;;0
Ирония;Вред компьютера;0
Ирония;Сочинение-стих, придуманное и написанное в день какого-то там модуля по английскому в каком-то там политехе.;0
Ирония;"Вдохновением к написанию стала абсолютно идиотская тема последнего задания, звучавшая приблизительно так: ""Write a composition about the harm computer can cause"".";0
Ирония;Одесса 2015.;0
Ирония;;0
Ирония;Монолог дальнобойщика.;0
Ирония;Комедия-сатира в одном действии.;0
Ирония;Это больше про юмор, а не политику :);0
Ирония;;0
Ирония;Я у мамы фотограф);0
Ирония;Кстати, я продал пилу и купил фотоаппарат.;0
Ирония;Я теперь фотограф а не столяр);0
Ирония;;0
Ирония;Предупреждение;0
Ирония;Оригинал: http://ourvaluedcustomers.tumblr.com/post/125848774026/words...;0
Ирония;;0
Ирония;«Жизнь горька»;0
Ирония;Bacardi сравнила несправедливость жизни со вкусом ликёра;0
Ирония;«Прямо сейчас восемь тысяч датчан занимаются сексом.;0
Ирония;А ты просто стоишь напротив этой рекламы»;0
Ирония;«У тебя больше шансов умереть от удара молнии, чем выиграть в лотерею»;0
Ирония;«В октябре солнце будет светить 215 часов.;0
Ирония;Если вы находитесь в Майами».;0
Ирония;«За всю жизнь ты тратишь 336 часов на поцелуи.;0
Ирония;И ещё 2036 часов простаиваешь в пробках».;0
Ирония;Датский департамент производителя рома и ликёра Bacardi запустил наружную рекламную кампанию «Жизнь горька».;0
Ирония;В ней бренд напоминает людям неприятные моменты из жизни.;0
Ирония;Ogilvy отметили, что решили использовать в кампании иронию, так как датчане любят насмешки и чёрный юмор.;0
Ирония;;0
Ирония;ПРАЗДНИК К НАМ ПРИХОДИТ (ЭТО РОССИЯ);0
Ирония;В каждый дом, каждый год.;0
Ирония;;0
Ирония;В Канзасе инспекторы по охране окружающей среды застрелили домашнего оленя;0
Ирония;Два года назад семья выходила оленёнка со сломанной ногой, вышедшего к людям.;0
Ирония;Когда это стало известно инспекторам, они дали семье 40 дней на получение лицензии.;0
Ирония;Но так как законы Канзаса не предусматривают содержание оленей как домашних животных, семья не смогла получить лицензию.;0
Ирония;Тогда инспекторы пришли и расстреляли оленя прямо у них перед домом.;0
Ирония;;0
Ирония;Вышел я на площадку покурить;0
Ирония;А там вот такой шедевр на двери кладовки, нарисованный маркером.;0
Ирония;Чуть выше есть еще одна картинка, но он не столь интересна, если нужно, могу в комментарии полную версию скинуть.;0
Ирония;;0
Ирония;«Идеальный германский солдат»;0
Ирония;Солдат вермахта еврейского происхождения, послуживший фотомоделью в нацистской пропаганде как «идеальный германский солдат».;0
Ирония;Вернер Гольдберг, принимал участие в Польской кампании третьего рейха.;0
Ирония;Его фотография появилась на страницах воскресной газеты Berliner Tageblatt, а позднее использовалась и на вербовочных плакатах.;0
Ирония;В 2015 году в российском поселке Сумкино был установлен памятный знак «Защитникам Отечества во все времена» где был по ошибке изображен Вернер Гольдберг.;0
Ирония;;0
Ирония;Обожаю пикабу!;0
Ирония;Пост не плюсов ради, просто эпичное совпадение :);0
Ирония;;0
Ирония;«300 спартанцев за жизнь»;0
Ирония;Наткнулся сегодня на интересный проект некоего добровольческого общественного движения «За жизнь».;0
Ирония;И пусть сам инфоповод чуть-чуть залежался, мне он показался весьма ироничным, чтобы поделиться им с местной аудиторией.;0
Ирония;Вы только вдумайтесь: противники абортов называют себя спартанцами!;0
Ирония;Уверен, что, кроме пафосного сражения в Фермопильском ущелье, многие из вас ещё из школы помнят и одну хорошую традицию жителей Лакедемона — развитую практику постнатальных абортов.;0
Ирония;;0
Ирония;Когда понимаешь,;0
Ирония;что у тебя _элитный_ подъезд );0
Ирония;Коробка для спам-газет из под коньяка Hennessy XO (12 бутылок по 0,7л).;0
Ирония;Ну а что?;0
Ирония;Что было под рукой, то и используем );0
Ирония;;0
Ирония;Прогулка по сайту МТС.;0
Ирония;И так, спустя некоторое время, я решил вставить в телефон сим карту мтс.;0
Ирония;Покупалась симка еще в начале года с тарифом смарт безлимитище.;0
Ирония;Собственно после пополнения счета, зайдя в мтс приложение я увидел, что интернет (безлимит) кончится 16 числа.;0
Ирония;Зная что все провайдеры и операторы отходят от безлимита, решил уточнить этот вопрос...;0
Ирония;Решаешь написать письмо в МТС.;0
Ирония;Заходишь на сайт.;0
Ирония;Там такие, псс парень, подарок хочешь?;0
Ирония;Бесплатно!;0
Ирония;"С мыслями ""где мой новый телефон?";0
Ирония;"Все же сегодня моя днюха, должен выпасть"" идёшь по ссылке.";0
Ирония;"Скрутив в ""мимо"" 2 раза, без энтузиазма крутишь третий, и оп.";0
Ирония;Выпадает приз!;0
Ирония;Гудоооооок мать вашу!!!!;0
Ирония;На 2 недели!!!;0
Ирония;Но вот проблема начало списка песен совсем не вдохновляет.;0
Ирония;В надежде что дальше пойдёт что то круче, прокручиваешь ниже...;0
Ирония;Хм.. С мыслями что в этом списке просто не может быть один трээээш, крутиш в самый низ.;0
Ирония;Мде.;0
Ирония;В надежде что вдруг показалось.. Переслушиваешь все песни.;0
Ирония;Осознавая что ничего нет, подключаешь укуренного типа с фипилявым голосом.;0
Ирония;Забив на лохотрон, вспоминаешь зачем ты, мать твою, залез на сайт этого гребанного коррупционного оператора.;0
Ирония;"Идёшь в раздел помощи, выбираешь раздел ""задать вопрос""... И (извините за мою некультуршину) ахуеваешь от самооценки МТСа, уходишь с сайта.";0
Ирония;;0
Ирония;Когда известные бренды выпустят свои спиннеры;0
Ирония;Рано или поздно корпорации заметят популярность штуки, которую надо крутить между пальцами, и тогда нас ждет...;0
Ирония;источник: vk.com/logomachine;0
Ирония;;0
Ирония;О ненависти;0
Ирония;https://pikabu.ru/story/studentyi_postoyanno_sprashivali_u_p...;0
Ирония;;0
Ирония;Про опросы и несовпадения;0
Ирония;Единственный раз, когда посчастливилось столкнуться с опросом от квартиры к квартире, случился n-ное количество лет назад.;0
Ирония;Заявление в ЗАГС подано, но решили не продолжать отношения.;0
Ирония;На следующий день после расстановки точек над «Ё», бывший жених уехал по делам,  пришла его маменька, чтобы дождаться слесаря.;0
Ирония;Я собираю вещи, мы ведём вполне душевную беседу, которую прерывает звонок в дверь.;0
Ирония;Идём открывать:- Здравствуйте!;0
Ирония;Проводится опрос на тему семьи, любви и верности, ответите на пару вопросов?;0
Ирония;- женщина расплывается в широкой улыбке, видя сразу двух потенциальных респондентов.;0
Ирония;- О_о… кхм, вчера выяснилось, что я не_невеста, а это моя не_свекровь, момент несколько… неудачный.;0
Ирония;До свидания!;0
Ирония;Улыбка медленно сползает с лица, она делает глубокий вдох, и...;0
Ирония;Её изумление и сия прекрасная последовательность событий навсегда отпечатались в памяти.;0
Ирония;Баянометр ругался на картинку, но лучше иллюстрации не найти.;0
Ирония;;0
Ирония;Ирония;0
Ирония;Листаю на досуге ленту в небезызвестной соцсети и натыкаюсь вот на такое вот соседство новостей;0
Ирония;То что для одних романтика, для других трагедия...;0
Ирония;;0
Ирония;Баллады стартап-шансонье;0
Ирония;«..прибыла в Долину банда из Рязани // В банде были нубы, майнера...»;0
Ирония;;0
Ирония;Самый няшный рассказ);0
Ирония;https://pikabu.ru/story/potracheno_5550943#comments;0
Ирония;;0
Ирония;Если бы «Дюну» снимали отечественные режиссёры (№3);0
Ирония;БОНДАРЧУК-СТАРШИЙ;0
Ирония;Пол Болконский едет с мамкой по пустыне в бричке.;0
Ирония;Останавливаются возле торчащего высокого камня.;0
Ирония;Длинный монолог про крепкий и могучий стоячий камень.;0
Ирония;Приезжают в поместье, полное гусар-фрименов, где танцуют вальс.;0
Ирония;Дико ржет Наташа Ростова.;0
Ирония;Мать-монашка провожает сына на войну.;0
Ирония;Битва, вид с высоты птичьего полета.;0
Ирония;От постановки битвы Питер Джексон рвёт на себе волосы, а Зак Снайдер нервно курит где-то в уголке.;0
Ирония;Победа!;0
Ирония;Показаны горы трупов и плачущие бабки, на фоне горящее поместье и звон колоколов.;0
Ирония;Закадровый голос вещает цитаты из Толстого и почему-то Достоевского.;0
Ирония;Пьер Харконен, закутавшись в плащ, ведет разбитую армию в пыльную бурю.;0
Ирония;МИХАЛКОВ;0
Ирония;Штрафники из фрименов с пластиковыми крис-ножами и в дистикомбах из фольги.;0
Ирония;«Бене Гессерит, покажи сиськи!»;0
Ирония;Пролетающий мимо Харконнен гадит из флаера на ходу.;0
Ирония;Слоган фильма: «Дотянулся проклятый император!»;0
Ирония;ТАРКОВСКИЙ;0
Ирония;Фильм снят в таджикской пустыне.;0
Ирония;Пол находит пещеру, где под долгие планы стекающей с её стен воды, рассуждает вслух, что значит стать мессией.;0
Ирония;В это время где-то в доме Харконеннов кто-то кому-то пересказывает все предшествующие события.;0
Ирония;Пол идет за собакой и встречает фримена (Александр Кайдановский), который говорит, что его народу нужен лидер.;0
Ирония;Фримен рассказывает свою историю в комнате со свечами, мельком упоминая про спайс.;0
Ирония;Долгие планы пустыни.;0
Ирония;Барон Харконнен говорит кому-то о власти над сердцами людей и о том, что мессия был один и это Христос.;0
Ирония;Пол с фрименом проходят в расщелину, камера отдаляется, зрителям видно, что это крест.;0
Ирония;Звучит Бах, камера уходит в пустыню.;0
Ирония;ЗВЯГИНЦЕВ;0
Ирония;Место действия перенесено с Арракиса в Мурманскую область.;0
Ирония;Главные действующие лица: местный авторитет Миша Харконян (Роман Мадянов), Джессика Атрейдова (Елена Лядова), ее гражданский муж Игорь Летов (Лавроненко) и юный Павел Атрейдов (Алексей Серебряков).;0
Ирония;Атрейдесы хорошая, работящая, но плотно сидящая на спайсе семья.;0
Ирония;Зажиточные Харконнены, которым все мало хотят отнять у них последний Арракис.;0
Ирония;Атрейдесы пишут письма Шаддаму и судятся с Харконненами в Ландсрааде, но барон всех купил.;0
Ирония;Упоровшись меланжем, Пол по горячке убивает Фейда ножом.;0
Ирония;Приезжают сардаукары и арестовывают всех Атрейдесов.;0
Ирония;Вокруг орнитоптера, куда грузят Атрейдесов, толпятся фримены и причитают, мол «вон до чего спайс доводит», другие ругают Шаддама и говорят, что «вот при Квезац Хадерахе такого бы не было».;0
Ирония;В конце выясняется, что на самом деле за Харконненами стояли Бене Гессерит, которые хотят застроить всю Дюну своими храмами.;0
Ирония;На постере пустыня, где на скелете Шай-Хулуда сидит Пол в позе Иисуса.;0
Ирония;МАРК ЗАХАРОВ;0
Ирония;Весь фильм снят в павильоне с фанерно-театральными декорациями.;0
Ирония;Сцены финальной битвы снимались в степной местности на натурных съемках в Прибалтике.;0
Ирония;Фильм полон визуального символизма и отсылок к настоящему времени.;0
Ирония;Сюжет фильма довольно точно соответствует книге, но все реплики переписаны заново.;0
Ирония;Тренировки фрименов проходят в виде музыкального номера, где они обнаруживают, что песня является сильнейшим звуковым модулятором для их звукового оружия.;0
Ирония;В роли Шай Хулуда – Олег Янковский.;0
Ирония;Пол Атрейдес большую часть фильма ходит с щетиной и в потертом вязаном свитере.;0
Ирония;Фильм заканчивается на грустной и ироничной ноте - после победы Пол оказался не нужен фрименам, и он под грустную музыку уходит в дождь.;0
Ирония;Его одинокий силуэт постепенно растворяется в потоке дождя.;0
Ирония;ЖОРА КРЫЖОВНИКОВ;0
Ирония;Сюжет движется вокруг свадьбы Пола Атрейдеса и Ирулан.;0
Ирония;Принцессе император Шаддам дарит на свадьбу целую планету, но она хочет провести свадьбу на Арракисе, с модными фрименами, друзьями Пола.;0
Ирония;На свадьбу приглашен барон Владимир Харконнен, развратный толстяк и бывший сотрудник КГБ, не следящий за личной гигиеной, а также его буйный племянник Фейд-Раута, недавно откинувшийся из не столь отдалённых мест.;0
Ирония;Бабушка жениха - преподобная мать Гаюс Мохиам пытается всучить гостям крем от прыщей и воду жизни, выпаренную из мочи Шаи-Хулуда.;0
Ирония;Они нажираются и конфликтуют с гостями.;0
Ирония;Две свадьбы смешиваются, Арракис сжигают, во время поездки на угнанном Фейдом песчаном черве разрушают целый город.;0
Ирония;Молодые ссорятся и мирятся.;0
Ирония;Прибывшие сардаукары упаковывают буйную свадьбу в хайлайнер и перевозят на Салусу Секундус.;0
Ирония;По пути родственники мирятся, поют гимн МуадДиба.;0
Ирония;Всех отпускают.;0
Ирония;ДАНЕЛИЯ;0
Ирония;Прораб Владимир Николаевич после недельного запоя и последующего пограничного состояния воплощается в Пола Атрейдеса.;0
Ирония;Его стартовый капитал для зохвата галактики - 10000 кэцэ, 1 монтажный транклюкатор, 500 дюбель-патронов ближнего боя, 10 малиновых штанов и визатор фирмы Sharp.;0
Ирония;Последние работающие гравицапа и машинка перемещения захвачены эцилопами барона Уэфа Харконнена после войны с пацаками за планету Хануд.;0
Ирония;Но проникнуть на Арракис эцилопы Харконнена не в состоянии, поскольку Арракис находится в антитентуре и по дороге их отлавливают жители Альфы и превращают в гигантских червей-телепатов.;0
Ирония;БОНДАРЧУК-МЛАДШИЙ.;0
Ирония;Рота Атрейдесов гибнет под атакой превосходящих сил Харконненов.;0
Ирония;Пол Атрейдес летит через пустыню на розовом орнитоптере.;0
Ирония;Встречает 19-летнюю пышногрудую фрименку Екатерину и спасает её от Шай-Хулуда, у них любовь.;0
Ирония;Полоумный Пол Атрейдес, улыбающийся, верхом на Шай-Хулуде (звучит музыка «ЛАДА СЕДАН») при поддержке артиллерии Атрейдесов и отряда фрименов разбивает Харконненов, спасает и освобождает фрименов.;0
Ирония;Постановка рукопашных боёв могла бы выглядеть очень неплохо, если бы не монтаж.;0
Ирония;Пол женится на Екатерине.;0
Ирония;Happy End.;0
Ирония;СВЕТЛАНА БАСКОВА;0
Ирония;Епифанцев - Пол Атрейдес, страдающий навязчивым психозом.;0
Ирония;Пахом играет его ментата, своими поучительными историями он только подливает масла в огонь.;0
Ирония;Осмоловский (тов.капитан) играет барона Харконнена, Маслаев - Дункан Айдахо.;0
Ирония;Съемки проходят в московской съемной новостройке типа «бетонная коробка» на 2 комнаты.;0
Ирония;Несмотря на предостережения ментата, Пол попадает в плен к барону, где тот жестоко пытает его.;0
Ирония;Дункан оказывается содомитом и секс-рабом барона.;0
Ирония;Ментату вместо рта вживляют вагину, соком которой ментат должен смазывать отравленного Пола.;0
Ирония;Фильм снимается 3 дня и 3 ночи и заканчивается вызовом наряда полиции.;0
Ирония;БОНУС - немного ролей... или какой отечественный актёр подошёл бы на эту роль?;0
Ирония;Пол - Абдулов, герцог Лето - Приемыхов, Джессика - Васильева, Гурни - Табаков или Папанов.;0
Ирония;Юе - Даль, Айдахо - Фарада.;0
Ирония;Барон Харконнен - Крачковская или Басилашвили.;0
Ирония;Питер - Янковский, Фейд-Раута - Харатьян, Раббан - Кокшенов, Стилгар - Джигарханян.;0
Ирония;Чани - Аксюта, Император - Гафт, Мохийям - Р. Зеленая, Ирулан - Варлей.;0
Ирония;(баянометр ругался, так что на пикабу, похоже, есть все картинки...)№1 (Карпентер, Тарантино, Вильнёв, Бойл, Финчер)намбер ту (Джармуш, Хичкок, Ходоровски, Шьямалан);0
Ирония;;0
Ирония;Тополя;0
Ирония;"В детстве, в шестидесятые, любимой моей песней была ""Тополя* в исполнении Марка Бернеса.";0
Ирония;В школе мы участвовали в их посадке.;0
Ирония;Тогда был целый культ тополей.;0
Ирония;Растут они действительно быстро и радуют людей своим пухом.;0
Ирония;Каждое семечко в пушинке это тополь, только ещё маленький.;0
Ирония;;0
Ирония;Опасные времена...;0
Ирония;Отсюда;0
Ирония;;0
Ирония;Туалетные духи;0
Ирония;После дел в туалете, схватилась за освежитель воздуха, не знаю как так получилось, но взяла в обратную сторону.;0
Ирония;Угадайте, у кого теперь лицо пахнет альпийскими лугами?);0
Ирония;;0
Ирония;Гурман-патриот;0
Ирония;Запись в Книге Жалоб и Предложений в Бургер Кинг...про тупость очень иронично получилось;0
Ирония;;0
Ирония;Кошачье образование;0
Ирония;Потом она получила красный диплом, поступила в университет, нашла солидного кота и стала депутатом;0
Ирония;;0
Ирония;Новый уровень защиты против инстаграмовских ведьм;0
Ирония;Пусть крадут душу у мужа;0
Ирония;;0
Ирония;"Игорь Востриков скорбит по своей сгоревшей семье в ТЦ ""Зимняя вишня""";0
Ирония;https://shapito.d3.ru/igor-vostrikov-skorbit-po-svoei-sgorev...;0
Ирония;;0
Ирония;"Екатерина Андреева: ""Дело в том, что я не смотрю телевизор""";0
Ирония;И другие фееричные высказывания самой главной ведущей Первого канала (например, про участие «накачанных ребят в масках» на митингах против пенсионной реформы или про «спокойную, взвешенную подачу информации» на Первом) можно почитать в интервью BBC;0
Ирония;;0
Ирония;Как Перекресток учит меня покупать рационально и экономить;0
Ирония;Наверняка каждый из вас попадал в такую ситуацию.;0
Ирония;Вот вы пришли в супермаркет, купить что-нибудь к ужину, взяли тележку и поехали в плавание по морю товаров в вашем магазине.;0
Ирония;По дороге к запланированным покупкам взяли, одно, другое, третье, десятое, в итоге на кассе обнаруживаете что купили много того, чего не хотели изначально, а то чего хотели, может даже и не купили.;0
Ирония;Кстати, это хороший повод вскоре снова пойти в магазин. ));0
Ирония;Тележка в магазине - это тот самый змий-искуситель, возить ее приятно и удобно, влезает товаров много, так чего бы ее не набить до краев?;0
Ирония;))В общем такая логика покупателя очень приветствуется магазинами, которые постоянно, не покладая рук и не смыкая глаз придумают все новые и новые способы склонить покупателя к увеличению количества спонтанных покупок.;1
Ирония;Тут, вполне очевидно, что чем больше спонтанных покупок, тем больше денег у магазина.;0
Ирония;Но не все магазины думают только о себе и своих барышах.;0
Ирония;Вот, например, Перекресток, по адресу: Литовский бульвар, дом 22, совсем не такой.;0
Ирония;Пару месяцев назад они ввели новую фишку!;0
Ирония;К каждой тележке приделали замок, разблокировать который можно 10-ти рублевой монетой.;0
Ирония;Вставил монету, забрал тележку, вставил тележку, забрал монету.;0
Ирония;И, казалось бы, скажете вы, в чем здесь забота о покупателях, ведь введение такой новации просто уменьшает затраты магазина, позволяя не платить своим работникам за то, что они будут возвращать тележки обратно, на свое место, можно даже слегка оптимизировать персонал…;0
Ирония;Такой подход конечно не новость, есть некоторые строительные гипермаркеты, в которых я тоже видел такую практику.;0
Ирония;Но я не буду уподобляться отдельным пессимистам, которые во всем видят желание заработать. ));0
Ирония;Я увидел в этом лишь позитив и заботу о клиенте.;0
